119, 62
133, 65
146, 69
160, 74
175, 78
192, 86
205, 96
218, 109
221, 127
217, 144
204, 158
190, 169
174, 179
157, 184
140, 185
122, 188
104, 188
109, 63
105, 69
104, 77
105, 86
106, 96
104, 124
101, 134
99, 145
99, 156
102, 167
120, 111
131, 112
142, 112
154, 112
158, 103
160, 109
162, 115
159, 122
156, 128
123, 75
120, 81
120, 89
124, 96
126, 88
127, 81
123, 132
118, 139
117, 148
120, 157
123, 149
124, 140
175, 91
171, 99
170, 109
171, 118
169, 127
168, 140
171, 151
185, 142
191, 129
191, 120
190, 111
185, 100
176, 94
174, 109
175, 118
173, 127
172, 148
183, 128
185, 119
183, 110
